"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEN","MATCONSUMP","TOT","TONNE_CAP","A","2010",4.521,
"BEN","MATCONSUMP","TOT","TONNE_CAP","A","2011",4.8857,
"BEN","MATCONSUMP","TOT","TONNE_CAP","A","2012",4.8145,
"BEN","MATCONSUMP","TOT","TONNE_CAP","A","2013",4.9812,
"BEN","MATCONSUMP","TOT","TONNE_CAP","A","2014",5.0473,
"BEN","MATCONSUMP","TOT","TONNE_CAP","A","2015",5.0646,
"BEN","MATCONSUMP","TOT","TONNE_CAP","A","2016",5.0796,
"BEN","MATCONSUMP","TOT","TONNE_CAP","A","2017",5.0922,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1970",10.2985,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1971",10.1048,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1972",9.8206,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1973",9.7233,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1974",9.6097,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1975",9.2607,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1976",9.025,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1977",8.9179,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1978",9.1842,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1979",9.0159,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1980",9.0757,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1981",8.9618,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1982",8.9161,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1983",8.8484,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1984",8.8464,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1985",8.5188,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1986",8.3175,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1987",8.0891,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1988",7.5572,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1989",7.4718,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1990",7.7476,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1991",8.8113,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1992",9.1195,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1993",8.1602,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1994",10.9236,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1995",8.4895,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1996",8.6683,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1997",8.6318,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1998",7.4785,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","1999",7.8106,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2000",8.0317,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2001",8.1478,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2002",8.9055,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2003",9.0325,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2004",9.247,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2005",8.0701,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2006",8.3011,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2007",8.0681,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2008",11.2137,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2009",8.0613,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2010",8.7889,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2011",10.7996,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2012",10.3292,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2013",10.7667,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2014",10.81,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2015",10.9108,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2016",11.0712,
"BTN","MATCONSUMP","TOT","TONNE_CAP","A","2017",11.2273,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1970",10.6132,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1971",10.6703,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1972",11.2262,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1973",10.6108,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1974",10.3315,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1975",10.6272,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1976",10.5025,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1977",10.7989,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1978",10.3382,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1979",9.3916,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1980",9.363,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1981",9.8714,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1982",8.9195,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1983",8.2232,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1984",6.9478,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1985",6.3142,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1986",4.8942,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1987",4.7459,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1988",5.4241,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1989",6.272,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1990",6.9596,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1991",6.6143,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1992",6.3914,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1993",7.1867,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1994",7.0012,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1995",7.166,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1996",6.9747,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1997",6.7003,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1998",6.6467,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","1999",6.8841,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2000",6.9234,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2001",6.1888,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2002",6.4973,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2003",6.8701,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2004",6.9095,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2005",7.2844,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2006",7.5677,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2007",7.5,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2008",8.4464,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2009",8.9752,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2010",8.7602,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2011",9.0653,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2012",10.1423,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2013",9.7607,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2014",10.7874,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2015",10.9467,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2016",11.1432,
"BOL","MATCONSUMP","TOT","TONNE_CAP","A","2017",11.3352,
"BIH","MATCONSUMP","TOT","TONNE_CAP","A","2015",10.3424,
"BIH","MATCONSUMP","TOT","TONNE_CAP","A","2016",12.2385,
"BIH","MATCONSUMP","TOT","TONNE_CAP","A","2017",11.0049,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1970",6.6442,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1971",7.8857,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1972",10.7419,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1973",10.2024,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1974",11.2194,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1975",11.1383,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1976",13.237,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1977",12.8632,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1978",12.5304,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1979",15.9079,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1980",15.4953,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1981",16.5476,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1982",20.4489,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1983",24.48,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1984",26.8855,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1985",25.1346,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1986",24.8411,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1987",23.3209,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1988",26.3713,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1989",25.4359,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1990",26.9432,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1991",25.9153,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1992",24.6473,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1993",22.8898,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1994",22.8276,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1995",24.213,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1996",24.1192,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1997",25.8819,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1998",25.1626,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","1999",27.4289,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2000",29.3796,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2001",30.6705,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2002",32.5139,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2003",32.7239,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2004",34.4248,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2005",34.5315,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2006",34.9408,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2007",33.5322,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2008",33.2093,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2009",29.4428,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2010",31.6703,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2011",28.7468,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2012",29.6494,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2013",31.7532,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2014",30.9459,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2015",31.0341,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2016",30.8763,
"BWA","MATCONSUMP","TOT","TONNE_CAP","A","2017",30.6418,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1970",12.7709,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1971",12.3113,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1972",7.686,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1973",6.4599,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1974",9.3565,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1975",10.9456,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1976",10.6723,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1977",11.6138,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1978",9.0383,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1979",8.4661,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1980",13.1227,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1981",11.1839,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1982",15.6655,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1983",14.4953,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1984",14.1349,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1985",15.1345,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1986",15.4572,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1987",13.1504,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1988",14.4252,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1989",15.3018,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1990",16.172,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1991",13.9146,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1992",16.2006,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1993",19.5023,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1994",26.37,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1995",22.0869,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1996",23.1085,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1997",31.6552,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1998",43.21,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","1999",18.5777,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2000",17.3503,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2001",17.0899,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2002",16.7774,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2003",16.2228,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2004",19.0354,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2005",14.3646,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2006",15.9981,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2007",14.237,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2008",16.8659,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2009",16.1237,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2010",17.7154,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2011",20.5238,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2012",21.2233,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2013",21.3493,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2014",22.6752,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2015",23.7254,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2016",23.3943,
"BRN","MATCONSUMP","TOT","TONNE_CAP","A","2017",23.0926,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1970",14.2463,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1971",14.7752,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1972",15.3535,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1973",15.5833,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1974",15.4137,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1975",16.626,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1976",16.8872,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1977",17.2737,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1978",18.1521,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1979",18.8834,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1980",18.7692,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1981",18.9247,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1982",19.7312,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1983",19.201,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1984",19.9173,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1985",18.2263,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1986",19.9786,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1987",19.2032,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1988",18.7809,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","1989",18.8192,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2000",12.7676,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2001",13.7507,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2002",14.1266,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2003",14.4356,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2004",16.2915,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2005",16.6198,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2006",18.1527,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2007",18.9166,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2008",20.5452,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2009",16.4758,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2010",16.4535,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2011",18.3759,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2012",17.7618,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2013",17.2673,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2014",19.0445,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2015",21.5204,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2016",19.0854,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2017",19.8966,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2018",20.5886,
"BGR","MATCONSUMP","TOT","TONNE_CAP","A","2019",21.2573,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1970",2.4914,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1971",2.3929,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1972",2.3148,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1973",2.1303,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1974",2.298,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1975",2.4629,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1976",2.1963,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1977",2.2756,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1978",2.3766,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1979",2.4432,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1980",2.3223,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1981",2.4078,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1982",2.3997,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1983",2.3118,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1984",2.311,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1985",2.6721,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1986",2.8864,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1987",2.6779,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1988",2.9049,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1989",2.8686,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1990",2.8162,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1991",3.3563,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1992",3.1647,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1993",3.108,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1994",3.049,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1995",3.0754,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1996",3.1536,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1997",2.9756,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1998",3.1883,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","1999",2.9531,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2000",2.7197,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2001",2.9235,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2002",2.8202,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2003",3.3002,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2004",3.1561,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2005",3.5789,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2006",3.5106,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2007",3.3071,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2008",3.8524,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2009",3.5936,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2010",4.0432,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2011",3.8105,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2012",4.0538,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2013",4.2459,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2014",4.2043,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2015",4.2611,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2016",4.333,
"BFA","MATCONSUMP","TOT","TONNE_CAP","A","2017",4.3984,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1970",2.2126,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1971",2.1992,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1972",2.0986,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1973",2.2156,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1974",2.1333,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1975",2.2592,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1976",2.2712,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1977",2.228,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1978",2.2392,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1979",2.1618,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1980",2.1245,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1981",2.1285,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1982",2.0778,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1983",2.0609,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1984",2.0644,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1985",2.1935,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1986",2.2497,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1987",2.247,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1988",2.2531,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1989",2.2125,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1990",2.2274,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1991",2.2511,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1992",2.2359,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1993",2.2136,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1994",2.0626,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1995",2.2068,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1996",2.137,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1997",2.0621,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1998",2.0049,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","1999",1.8318,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2000",1.7948,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2001",2.1009,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2002",2.1189,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2003",2.1344,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2004",2.1177,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2005",2.1266,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2006",2.1118,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2007",2.0338,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2008",1.9922,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2009",1.9432,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2010",2.0255,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2011",1.9611,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2012",1.6828,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2013",2.0187,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2014",1.8491,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2015",1.8259,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2016",1.7911,
"BDI","MATCONSUMP","TOT","TONNE_CAP","A","2017",1.7566,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1970",2.8522,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1971",2.4946,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1972",2.2489,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1973",2.0776,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1974",1.955,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1975",2.0069,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1976",1.9915,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1977",2.0116,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1978",1.9685,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1979",1.9061,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1980",2.2659,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1981",2.1989,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1982",2.3193,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1983",2.3177,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1984",2.0585,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1985",2.1588,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1986",2.2207,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1987",2.1367,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1988",2.2831,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1989",2.2543,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1990",2.2032,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1991",2.1182,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1992",2.067,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1993",2.0263,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1994",1.9804,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1995",2.2068,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1996",2.2065,
"KHM","MATCONSUMP","TOT","TONNE_CAP","A","1997",2.1598,
