"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1970",26.7161,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1971",26.5389,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1972",27.8444,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1973",28.9403,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1974",29.321,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1975",30.2289,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1976",29.8997,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1977",30.4755,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1978",30.7241,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1979",31.5178,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1980",32.1848,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1981",32.512,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1982",31.0555,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1983",30.9657,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1984",30.5461,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1985",29.9045,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1986",31.3934,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1987",33.496,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1988",34.033,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1989",37.205,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1990",39.3828,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1991",37.3524,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1992",38.4973,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1993",39.5886,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1994",38.5149,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1995",40.5543,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1996",43.5147,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1997",43.11,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1998",45.7062,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","1999",45.3864,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2000",45.7171,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2001",46.2556,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2002",43.6606,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2003",46.3951,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2004",44.5053,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2005",45.302,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2006",42.2243,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2007",44.0192,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2008",42.2367,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2009",42.3387,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2010",40.5952,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2011",40.7088,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2012",39.7431,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2013",39.5675,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2014",38.6466,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2015",38.4333,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2016",38.0788,
"AUS","MATCONSUMP","TOT","TONNE_CAP","A","2017",37.7188,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","1995",22.1544,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","1996",22.7118,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","1997",23.6963,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","1998",22.7498,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","1999",23.5087,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2000",19.9486,"B"
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2001",19.3759,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2002",20.7867,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2003",19.5824,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2004",20.4471,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2005",20.8675,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2006",21.1111,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2007",21.2562,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2008",20.2283,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2009",18.8096,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2010",18.9726,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2011",19.9488,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2012",19.3716,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2013",18.8691,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2014",18.7661,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2015",18.2697,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2016",19.0816,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2017",18.7208,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2018",18.7713,
"AUT","MATCONSUMP","TOT","TONNE_CAP","A","2019",18.6614,"E"
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1990",14.7084,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1991",10.4952,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1992",16.5249,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1993",13.2934,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1994",14.608,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1995",15.7004,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1996",15.7373,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1997",16.4595,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1998",16.8033,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","1999",17.2402,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2000",15.668,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2001",18.0413,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2002",16.4052,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2003",16.0166,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2004",15.8314,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2005",15.1199,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2006",15.6309,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2007",16.5855,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2008",16.4786,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2009",14.7202,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2010",14.8156,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2011",15.5685,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2012",14.2317,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2013",14.0548,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2014",13.7693,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2015",13.5473,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2016",13.5042,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2017",13.8141,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2018",13.3837,
"BEL","MATCONSUMP","TOT","TONNE_CAP","A","2019",12.32,"E"
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1970",28.2608,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1971",29.4946,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1972",30.2908,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1973",32.0139,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1974",32.618,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1975",32.923,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1976",33.4365,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1977",35.349,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1978",35.1248,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1979",34.9745,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1980",34.3162,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1981",32.4845,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1982",28.2244,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1983",29.3588,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1984",30.4769,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1985",32.0919,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1986",32.9909,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1987",33.9326,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1988",34.1497,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1989",34.7451,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1990",33.4096,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1991",30.3298,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1992",30.4245,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1993",30.0107,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1994",30.0717,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1995",30.4072,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1996",29.4215,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1997",30.0569,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1998",31.4152,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","1999",31.5394,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2000",32.5575,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2001",30.3587,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2002",30.2394,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2003",29.3858,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2004",30.8683,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2005",30.5498,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2006",29.8753,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2007",29.1117,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2008",30.5346,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2009",24.7992,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2010",28.4746,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2011",29.0813,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2012",28.3162,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2013",30.6897,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2014",29.3258,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2015",28.9513,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2016",28.8247,
"CAN","MATCONSUMP","TOT","TONNE_CAP","A","2017",28.708,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","1993",19.0951,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","1994",17.1697,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","1995",17.9839,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","1996",19.3886,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","1997",19.3984,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","1998",17.9037,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","1999",16.6884,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2000",17.4773,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2001",17.6897,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2002",16.9053,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2003",17.4115,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2004",18.3981,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2005",18.301,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2006",18.7894,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2007",18.9358,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2008",18.5663,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2009",16.8246,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2010",15.9093,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2011",16.7034,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2012",14.8389,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2013",14.6366,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2014",15.1478,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2015",15.7445,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2016",15.5093,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2017",15.5945,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2018",15.8152,
"CZE","MATCONSUMP","TOT","TONNE_CAP","A","2019",15.8806,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","1993",23.9352,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","1994",24.3529,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","1995",25.3352,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","1996",26.3073,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","1997",27.5332,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","1998",26.3622,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","1999",28.0389,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2000",25.7164,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2001",25.1466,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2002",24.018,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2003",24.5576,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2004",25.803,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2005",27.9919,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2006",29.5562,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2007",28.5687,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2008",27.1481,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2009",22.8004,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2010",21.2446,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2011",23.929,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2012",23.7823,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2013",22.321,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2014",22.2131,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2015",22.9551,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2016",23.7085,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2017",24.4675,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2018",24.4203,
"DNK","MATCONSUMP","TOT","TONNE_CAP","A","2019",25.4172,
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2000",33.4298,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2001",34.0821,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2002",34.0686,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2003",35.554,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2004",35.8317,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2005",36.3248,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2006",37.8725,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2007",38.406,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2008",38.7359,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2009",31.8845,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2010",34.1007,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2011",34.2501,"E"
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2012",32.8098,
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2013",37.127,
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2014",30.8197,
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2015",30.3215,
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2016",31.3041,
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2017",32.8006,
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2018",34.3612,
"FIN","MATCONSUMP","TOT","TONNE_CAP","A","2019",31.3404,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1990",14.5758,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1991",14.8438,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1992",14.5092,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1993",13.3357,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1994",13.9397,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1995",13.7616,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1996",13.3506,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1997",13.581,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1998",13.936,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","1999",14.3104,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2000",14.928,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2001",14.2641,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2002",14.2484,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2003",13.2706,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2004",14.4935,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2005",13.9387,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2006",14.1553,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2007",14.6219,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2008",14.2446,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2009",12.6879,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2010",12.3757,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2011",12.6726,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2012",12.2539,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2013",12.2231,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2014",12.0218,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2015",11.3888,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2016",11.0961,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2017",11.973,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2018",11.8071,
"FRA","MATCONSUMP","TOT","TONNE_CAP","A","2019",11.7732,"E"
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2000",17.9214,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2001",16.9371,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2002",16.4717,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2003",16.1826,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2004",16.4314,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2005",15.9226,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2006",16.3562,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2007",16.415,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2008",16.3757,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2009",15.5961,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2010",15.6073,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2011",16.8847,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2012",16.3037,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2013",16.188,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2014",16.568,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2015",15.4923,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2016",15.6138,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2017",16.1126,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2018",15.4599,
"DEU","MATCONSUMP","TOT","TONNE_CAP","A","2019",14.6263,"E"
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2000",13.7917,"E"
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2001",14.5031,"E"
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2002",14.913,"E"
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2003",16.3068,"E"
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2004",16.0296,"E"
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2005",16.0813,"E"
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2006",15.7657,"E"
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2007",21.9885,"E"
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2008",21.0377,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2009",17.9707,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2010",16.229,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2011",14.7032,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2012",13.5129,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2013",12.6774,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2014",12.9812,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2015",12.4534,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2016",11.7571,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2017",11.3645,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2018",11.3401,
"GRC","MATCONSUMP","TOT","TONNE_CAP","A","2019",10.007,"E"
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","1995",10.6987,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","1996",10.9553,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","1997",11.8831,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","1998",11.3288,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","1999",11.4499,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2000",11.4723,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2001",13.2414,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2002",12.4217,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2003",12.5134,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2004",15.4432,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2005",17.6699,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2006",14.8251,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2007",11.8165,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2008",13.2973,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2009",10.757,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2010",9.8827,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2011",9.9601,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2012",8.7411,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2013",10.0587,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2014",12.9823,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2015",12.811,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2016",12.2879,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2017",13.7613,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2018",15.7802,
"HUN","MATCONSUMP","TOT","TONNE_CAP","A","2019",17.7653,"E"
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1970",11.9561,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1971",12.9999,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1972",13.8823,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1973",18.0516,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1974",17.6493,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1975",19.9406,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1976",15.6457,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1977",18.5942,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1978",17.7965,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1979",19.1702,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1980",17.8749,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1981",18.0409,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1982",14.8786,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1983",13.9276,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1984",17.0282,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1985",18.0187,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1986",18.163,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1987",18.1776,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1988",17.2959,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1989",15.9608,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1990",13.3001,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1991",12.4709,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1992",13.6786,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1993",13.4147,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1994",12.2452,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1995",12.131,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1996",14.612,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1997",15.1794,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1998",15.4916,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","1999",15.9548,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2000",27.058,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2001",25.1259,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2002",22.4899,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2003",24.7047,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2004",59.1998,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2005",43.747,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2006",52.0753,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2007",51.7394,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2008",56.8826,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2009",52.0216,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2010",31.85,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2011",20.0077,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2012",23.3865,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2013",28.8822,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2014",21.6845,
"ISL","MATCONSUMP","TOT","TONNE_CAP","A","2015",22.137,
