SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Food Waste Sector,Nature,Observation Status,Reporting Type,Units
AG_FOOD_WST,Food waste (Tonnes),112,Belarus,2019,147837.69677,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),112,Belarus,2019,261340.66003,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),112,Belarus,2019,646355.73111,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),116,Cambodia,2019,1423397.03933,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),116,Cambodia,2019,455819.98134,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),116,Cambodia,2019,257852.62873,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),120,Cameroon,2019,2577064.22965,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),120,Cameroon,2019,715432.63671,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),120,Cameroon,2019,404712.81121,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),124,Canada,2019,479283.89781,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),124,Canada,2019,2938320.59533,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),124,Canada,2019,956614.90795,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),132,Cabo Verde,2019,54765.25405,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),132,Cabo Verde,2019,15203.6762,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),132,Cabo Verde,2019,8600.5617,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),136,Cayman Islands,2019,4797.45795,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),136,Cayman Islands,2019,1659.52013,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),136,Cayman Islands,2019,831.45398,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),140,Central African Republic,2019,487305.14553,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),140,Central African Republic,2019,131195.64343,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),140,Central African Republic,2019,74216.01273,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),142,Asia,2019,291427863.903,2019,,,,,Food Waste Index Report 2021 / WESR,,,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),142,Asia,2019,139981330.03054,2019,,,,,Food Waste Index Report 2021 / WESR,,,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),142,Asia,2019,74289561.68073,2019,,,,,Food Waste Index Report 2021 / WESR,,,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),143,Central Asia,2019,6490674.47908,2019,,,,,Food Waste Index Report 2021 / WESR,,,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),143,Central Asia,2019,1980037.91191,2019,,,,,Food Waste Index Report 2021 / WESR,,,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),143,Central Asia,2019,1165572.48525,2019,,,,,Food Waste Index Report 2021 / WESR,,,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),144,Sri Lanka,2019,1617737.68831,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),144,Sri Lanka,2019,589559.24763,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),144,Sri Lanka,2019,333507.54249,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),145,Western Asia,2019,29496264.92403,2019,,,,,Food Waste Index Report 2021 / WESR,,,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),145,Western Asia,2019,7414200.94088,2019,,,,,Food Waste Index Report 2021 / WESR,,,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),145,Western Asia,2019,4750872.27242,2019,,,,,Food Waste Index Report 2021 / WESR,,,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),148,Chad,2019,440901.0803,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),148,Chad,2019,249413.16138,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),148,Chad,2019,1637656.24741,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),150,Europe,2019,49489956.01195,2019,,,,,Food Waste Index Report 2021 / WESR,,,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),150,Europe,2019,18330226.97083,2019,,,,,Food Waste Index Report 2021 / WESR,,,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),150,Europe,2019,8996954.70187,2019,,,,,Food Waste Index Report 2021 / WESR,,,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),151,Eastern Europe,2019,15222299.23778,2019,,,,,Food Waste Index Report 2021 / WESR,,,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),151,Eastern Europe,2019,7880884.99249,2019,,,,,Food Waste Index Report 2021 / WESR,,,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),151,Eastern Europe,2019,4114145.64865,2019,,,,,Food Waste Index Report 2021 / WESR,,,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),152,Chile,2019,1400946.42688,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),152,Chile,2019,484610.56201,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),152,Chile,2019,242799.93669,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),154,Northern Europe,2019,8055607.77788,2019,,,,,Food Waste Index Report 2021 / WESR,,,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),154,Northern Europe,2019,2031761.73948,2019,,,,,Food Waste Index Report 2021 / WESR,,,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),154,Northern Europe,2019,839830.56289,2019,,,,,Food Waste Index Report 2021 / WESR,,,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),155,Western Europe,2019,14207957.29408,2019,,,,,Food Waste Index Report 2021 / WESR,,,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),155,Western Europe,2019,2645238.30899,2019,,,,,Food Waste Index Report 2021 / WESR,,,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),155,Western Europe,2019,4582613.96005,2019,,,,,Food Waste Index Report 2021 / WESR,,,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),156,China,2019,91646212.70629,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),156,China,2019,65377740.84179,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),156,China,2019,22424704.82353,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),170,Colombia,2019,3545498.98279,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),170,Colombia,2019,1391787.48483,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),170,Colombia,2019,787319.72333,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),174,Comoros,2019,84742.23435,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),174,Comoros,2019,23525.74665,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),174,Comoros,2019,13308.27051,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),178,Congo,2019,535850.97184,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),178,Congo,2019,148760.46521,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),178,Congo,2019,84152.24995,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),180,Democratic Republic of the Congo,2019,1357424.82388,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),180,Democratic Republic of the Congo,2019,2399592.98047,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),180,Democratic Republic of the Congo,2019,8912902.71506,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),188,Costa Rica,2019,139556.42118,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),188,Costa Rica,2019,78945.61786,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),188,Costa Rica,2019,365608.5846,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),191,Croatia,2019,348070.21242,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),191,Croatia,2019,105613.49748,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),191,Croatia,2019,52914.55142,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),192,Cuba,2019,177258.53078,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),192,Cuba,2019,820909.9163,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),192,Cuba,2019,313349.4531,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),196,Cyprus,2019,113306.08247,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),196,Cyprus,2019,30648.70302,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),196,Cyprus,2019,15355.63551,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),199,Least Developed Countries (LDCs),2019,16473647.13284,2019,,,,,Food Waste Index Report 2021 / WESR,,,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),199,Least Developed Countries (LDCs),2019,96866487.65569,2019,,,,,Food Waste Index Report 2021 / WESR,,,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),199,Least Developed Countries (LDCs),2019,21349165.25149,2019,,,,,Food Waste Index Report 2021 / WESR,,,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),202,Sub-Saharan Africa,2019,121765718.69333,2019,,,,,Food Waste Index Report 2021 / WESR,,,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),202,Sub-Saharan Africa,2019,26250148.91947,2019,,,,,Food Waste Index Report 2021 / WESR,,,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),202,Sub-Saharan Africa,2019,16692788.66054,2019,,,,,Food Waste Index Report 2021 / WESR,,,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),203,Czechia,2019,746840.21347,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),203,Czechia,2019,273327.31213,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),203,Czechia,2019,136942.64897,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),204,Benin,2019,184573.46569,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),204,Benin,2019,1175296.81049,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),204,Benin,2019,326280.45757,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),208,Denmark,2019,469448.98769,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),208,Denmark,2019,119134.266,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),208,Denmark,2019,172002.62,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),212,Dominica,2019,5200.62928,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),212,Dominica,2019,1985.13175,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),212,Dominica,2019,1122.96841,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),214,Dominican Republic,2019,777848.99556,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),214,Dominican Republic,2019,296912.67277,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),214,Dominican Republic,2019,167960.41488,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),218,Ecuador,2019,1258414.66562,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),218,Ecuador,2019,480349.3531,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),218,Ecuador,2019,271728.63954,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),222,El Salvador,2019,516828.12072,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),222,El Salvador,2019,178429.61402,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),222,El Salvador,2019,100935.77926,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),226,Equatorial Guinea,2019,124670.32335,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),226,Equatorial Guinea,2019,37490.78911,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),226,Equatorial Guinea,2019,21208.14998,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),231,Ethiopia,2019,1752936.48861,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),231,Ethiopia,2019,10327235.51553,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),231,Ethiopia,2019,3098760.25491,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),232,Eritrea,2019,359132.34941,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),232,Eritrea,2019,54695.44342,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),232,Eritrea,2019,96688.08157,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),233,Estonia,2019,102743.4957,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),233,Estonia,2019,22012.57292,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),233,Estonia,2019,6242.79107,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),234,Faroe Islands,2019,3710.23285,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),234,Faroe Islands,2019,1245.27936,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),234,Faroe Islands,2019,623.91077,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),242,Fiji,2019,67384.67604,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),242,Fiji,2019,24606.78636,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),242,Fiji,2019,13919.80345,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),246,Finland,2019,361936.9313,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),246,Finland,2019,128927.40238,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),246,Finland,2019,70874.72614,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),250,France,2019,5522358.45303,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),250,France,2019,1667567.7439,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),250,France,2019,1594579.43675,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),258,French Polynesia,2019,21978.21002,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),258,French Polynesia,2019,7141.81775,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),258,French Polynesia,2019,3578.19873,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),262,Djibouti,2019,96962.08646,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),262,Djibouti,2019,26918.1654,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),262,Djibouti,2019,15227.32656,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),266,Gabon,2019,199748.33667,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),266,Gabon,2019,60068.2068,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),266,Gabon,2019,33979.96065,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),268,Georgia,2019,403572.8832,2019,,,,,Food Waste Index Report 2021 / WESR,,Medium Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),268,Georgia,2019,110503.82443,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),268,Georgia,2019,62510.86565,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),270,Gambia,2019,241095.48389,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),270,Gambia,2019,64909.38466,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),270,Gambia,2019,36718.56467,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),275,State of Palestine,2019,501601.80408,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),275,State of Palestine,2019,137726.11865,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),275,State of Palestine,2019,77910.23472,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),276,Germany,2019,6263775,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),276,Germany,2019,1718432.87891,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),276,Germany,2019,498243.85247,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),288,Ghana,2019,2555331.73425,2019,,,,,Food Waste Index Report 2021 / WESR,,High Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),288,Ghana,2019,840996.36735,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),288,Ghana,2019,475742.90937,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),292,Gibraltar,2019,2839.97922,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,HHS,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),292,Gibraltar,2019,861.72309,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,OOHC,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),292,Gibraltar,2019,431.74113,2019,,,,,Food Waste Index Report 2021 / WESR,,Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),296,Kiribati,2019,1839.29088,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,RTL,E,A,G,TONNES
AG_FOOD_WST,Food waste (Tonnes),296,Kiribati,2019,10703.50272,2019,,,,,Food Waste Index Report 2021 / WESR,,Very Low Confidence,HHS,E,A,G,TONNES
