"Country","Flow Type","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Brazil","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","9.95663113443942","9.67647758011655","9.28610704422758","9.0876643139549","9.92980510207792","11.2548609396793","10.5624813997047","10.5633128220581","11.3067457021545","10.1939298031257","10.9211301456408","10.5212092523842","10.3689931318516","10.2610249119822","10.4180076847945","11.0083577374357","11.6372363392696","12.7126119217839","13.7619293711892","14.2662042830038","15.6112230399952","15.9495912338541","15.6268885721764","16.1135784723362","16.0314305030421","16.4307689047906","",""
"British Virgin Islands","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","29.7648004131478","283.000218456633","49.1120999827019","53.7409175141243","51.5999163481248","51.9313753052917","49.2162987150897","51.4693783082512","51.2121317043496","51.7043302288715","56.6239548515235","47.0919021197894","49.2417152810033","45.1159645454546","44.1775778684888","52.6703237084035","49.2007700351347","49.710757226602","34.5040235900641","31.5105984877127","31.8140469455975","38.3013115459041","36.3710532776823","35.1571202422741","35.1199019773534","35.3022977056148","",""
"Brunei Darussalam","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","20.2901680943726","43.4242728802981","20.5616337425411","20.6327995795751","20.0549858570817","22.2444862886004","21.3991972200272","21.731782169907","17.3194671051178","14.9154867639248","13.3845187170629","13.2873573755318","13.4817605996802","14.1007643960785","15.1053308968232","14.7941868915607","14.7035504549776","18.1886890153528","16.8654026145919","19.0801211635838","18.3080881866861","20.1613909869493","19.9903270433427","19.7379801652009","19.5060817836385","19.545325481819","",""
"Bulgaria","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","10.1663189591424","6.00779323274569","6.90781897369708","7.69023782600241","7.16244400781578","7.280418099007","5.29638213621294","4.36575843456091","4.48702117122983","4.90997504530933","4.60197237426114","5.36584846041705","5.59608007193685","6.62031410212964","8.33221017365945","9.12383207069885","10.976540311368","11.783989911709","13.0294360421026","11.5797318974909","10.7423193642701","11.529323824092","11.1640719461438","11.0403997827519","11.530913550705","12.1140685729519","",""
"Burkina Faso","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","2.67453892182676","5.0993612218221","2.81934617143639","2.70537876422158","2.43810730125524","2.4045253182497","2.40184345436227","2.15698252195503","2.3422718177337","2.09590322303895","1.83606972087391","1.96339597981872","1.89849831388602","2.40836214656238","2.40923577984377","2.75427364427274","2.83938132287423","2.75564472018442","3.16051901789998","3.11468897634265","3.40190981153739","3.41227442285274","3.61596956797534","3.77359496185853","3.77076631350673","3.82352830648248","",""
"Burundi","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","2.11620251477738","3.24335176282232","2.14427650547545","2.08765669069973","1.93303243326871","1.97981857756735","1.85939407097119","1.77205729957197","1.75079079595572","1.53601742196628","1.49495782002056","1.70153653810719","1.74544733612871","1.71013494405986","1.68894317684801","1.78664607315181","1.74865653371169","1.66255491464169","1.54138746139533","1.6689531687435","1.6778140361228","1.63331491005603","1.3654757257887","1.63820364669879","1.51690379648068","1.49594987745239","",""
"Cambodia","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","2.05077899680048","2.24820979691658","1.93792302249929","2.05532787147355","2.04761100477217","2.10758210396618","2.21447210628913","2.00328457332931","1.80794192574176","1.80430574131817","1.67690846092013","1.57079365607238","1.6281760803357","1.71217817667899","1.67062067668502","1.87353188702332","2.09470538307298","2.23935406120026","2.52264229211851","3.0736030610696","4.56746240110234","3.16334344062217","3.2260259818888","3.23430301453109","3.26704101529371","3.38071642395422","",""
"Cameroon","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","2.30347123064028","2.56701381807744","2.12035931185281","2.31137382205314","1.89246267556607","1.76278254720621","1.79138208046537","1.83778544348282","1.84331723657274","1.8236305411883","1.75827032418276","1.74006405998423","1.68795030273369","1.65295589517168","1.64526787941934","1.72991185137705","1.61578772270464","1.63252806097043","1.61456722590187","1.90773869484912","1.8603030470214","1.80723854015317","1.84311456023337","1.87330185187036","1.86737246988914","1.8721719705799","",""
"Canada","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","35.4298716960615","34.2504678536546","33.5463309153542","32.3237074569537","32.0419990162721","31.05094568579","29.8943913666583","30.9621288702803","30.6485342185084","29.5471340505932","29.911683324646","28.432200294379","28.5604085734562","30.4021575997134","31.2793281355669","32.0048469241683","33.0332463740634","33.1393634914511","32.2453989502703","31.9678874518732","33.230426980488","33.5757388317446","34.4397585062655","35.0745056600209","35.1036660239088","34.8856273414245","",""
"Cape Verde","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","5.46649694071313","20.4661525337364","6.79690213767843","6.71632541942278","6.77960677257282","6.88555515011975","6.44244333029626","6.03970254145264","5.86185732249859","6.46282520438758","6.47333003598967","6.26206050201517","7.02072064752435","7.39498524882477","7.70451869462776","8.40896833563885","8.94649932568764","9.51936219814743","9.37573601144218","8.61395146227549","8.59191931138976","8.4943129378644","8.41152474694032","8.30955509819461","8.3844366176628","8.50177386786961","",""
"Central African Republic","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","2.82888078692042","4.73460459323469","2.913550045142","2.79365207666845","2.44788572879229","2.41285775097127","2.3087760636528","1.95413129554505","1.96744302812279","1.7771005827592","1.78609462357973","1.92979915813652","1.97909238962595","1.86031693265914","2.10004797266529","2.23728089598403","2.19526911312317","2.3349100355441","2.44282342441895","2.61872042869734","2.51986538500909","2.59296023331332","2.59469420933001","2.37229912551866","2.32923823079081","2.32866631539379","",""
"Chad","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","2.07350546204764","3.05568830082782","2.2410154272938","1.93507676506887","1.74270065836875","1.63175254519159","1.59249464721021","1.56951080330333","1.65524602144003","1.55185966476735","1.30405816820424","1.465302018249","1.4968441259608","1.63432664251603","1.82154705144885","1.81309606580577","1.72547182283001","1.75499323531027","1.75494604901012","1.94918307446179","1.88831443682868","1.61979544354634","1.77455920801953","1.6526738450369","1.62750302070655","1.59319925980974","",""
"Chile","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","9.65597424040815","11.4448608639743","11.5291913240287","12.6192981096297","12.8877640039866","13.8141689022379","16.2942403525419","17.1655699883583","16.8767617021993","17.2065054773931","15.7737841493431","17.3100647475541","17.3961260001413","17.447816389167","16.1622784320283","16.4752815987952","15.2806772938712","14.5425571417473","14.673562122269","14.7962029849512","15.8417543106549","16.2380586821756","16.1776604763269","17.0985568649861","17.0217704602248","17.0663513285303","",""
"China","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","4.63548109004648","5.41017226247186","6.01847446794766","6.59279903562723","6.69164977183992","6.91479253986737","7.44516064796177","7.4668076147348","7.80424640998973","7.91648754140221","7.69330000254525","8.39716619967475","8.51076837206964","9.24471300602024","9.79316358064732","10.165364830668","10.9508424105677","11.7445735343897","12.6909619342486","14.8476254972418","16.2756045885356","17.5770311971445","18.1670534637108","19.1644404969384","19.4868004935201","19.944129705276","",""
"Colombia","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","6.05538300076947","6.19637125656239","6.11738826210183","6.4814015240155","6.87177813083093","7.35820167630024","7.10029898257617","7.05376232400594","6.93900317578663","6.71698048575917","6.7366989952643","5.96681824344239","6.10527446597922","6.82588837052594","7.29757242489302","7.50949021518362","8.11380114821366","8.6505729273745","8.68569803432657","8.82557015462915","8.92148980638376","9.72135487384662","10.1615171837779","10.0935912303321","10.291353717185","10.3642067595264","",""
"Costa Rica","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","5.30447991824274","6.36912617054629","5.35483043092124","5.8700091738863","6.37199578946385","6.22833754637311","6.46690983178345","6.53107386514062","6.74401127152663","6.70193349745695","7.18576137767645","6.6122973378703","6.5467374547402","6.40708657600516","6.42488890714629","6.37736470015488","7.18571106969706","7.36691951989546","7.16446145461819","6.9072377920981","7.07771282385019","7.46791611409836","7.60896430453007","7.81650774588738","8.00599566252439","8.08055014195534","",""
"Cote d'Ivoire","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","2.32670036410761","2.94623864977982","1.86725688318312","1.69000974540464","1.29492497337101","1.460337065079","1.50718263626119","1.58580387921595","1.53702582359823","1.55188747875798","1.39363103697869","1.31717205711868","1.3050458292526","1.3542014284735","1.24930345238842","1.24303610680857","1.11785279680318","1.14558854621833","1.07961614082119","1.07313094513162","1.0366683759107","0.945444689551223","0.966021978007397","0.994569126867442","0.99754092445372","0.981743145712127","",""
"Croatia","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","","","7.56405973211992","7.82822845849399","8.48344722475143","10.5198520088322","11.1482491349995","13.0858553431394","13.4438623144428","12.7365633985878","11.6684717424232","12.8436158402779","14.4345490377584","16.5779047448108","18.1477886771972","17.7941255205507","17.8874769429816","17.8569153802265","18.3908130725659","16.369048902884","14.3644979352126","14.4819925184905","14.0132469795417","14.5737309425712","14.9849390944659","15.2965620259051","",""
"Cuba","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","16.3250757270639","15.1824271136117","12.7909617144547","10.2342749600002","10.1613962768469","9.70866770437834","10.4091556179014","10.534223431791","10.1746361787784","10.3717545029081","10.0432030405908","9.75063265190461","9.74915687189639","9.11280493867187","8.84555124778928","7.66927343910676","7.82417631830711","8.42542030369789","8.77928155462431","8.48733863825103","8.09320459884934","8.70670203831477","8.45049662639999","8.75977031473253","8.2312062866774","8.08709641336515","",""
"Cyprus","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","21.2724420089748","32.2451588502269","27.0515162135604","25.1486120166187","22.9018452269171","25.6028466267097","27.0488149493115","27.1045933770883","35.4007354544116","37.1543613053613","40.9000634371396","39.037276486525","40.6335301578354","39.7162792058353","41.1147998571389","41.6485498415793","41.3944897565133","43.5741854326218","44.6709274476502","36.4036929093418","36.6753471594293","34.3719779851707","34.9155131403041","33.8702426859875","34.2879012256154","34.7414645035295","",""
"Czech Republic","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","","","","15.9053211523158","15.9601608946095","16.3627210766407","17.1051582686482","15.8767610809402","15.9686761778551","15.8140240892367","16.2086571093665","16.462502273224","18.0238309321736","18.6469224075647","20.1812880970082","20.8016732094424","21.187008566247","22.3475311473699","23.4597620077123","22.4559862302393","21.9739921993921","22.2539285939746","22.4337599018166","21.8584861484447","22.1948717715234","22.5278649167339","",""
"Denmark","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","15.0323989131441","19.6302067648641","16.9436911521736","17.2769301362397","18.0797918992133","18.8471932823986","18.1351386794606","17.7452513880406","21.6196659167944","21.49040179268","23.1834996758321","21.468106395797","22.5942240705911","22.7555547856353","23.8488966601805","25.0380776389651","26.1891771843161","28.1549024435393","27.8572208406381","25.4413479779606","24.128933757212","24.2707414960826","24.1656130221683","24.1008261838421","24.2000188953264","24.3360727250149","",""
"Djibouti","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","3.17045683225802","13.9329642905684","3.07678367245396","2.81847708517479","2.70967596995128","2.4189052998445","2.30152429731344","2.36222113808332","2.48804028894847","2.53223199259272","2.8259307851783","2.59929992044551","2.87681602878227","2.68544526178343","2.46987941024746","2.71702310876329","2.66785817950899","2.72886042819485","2.33224943462457","2.3843006376075","2.24964913421008","2.25421666852775","2.23954943855655","2.35950871778975","2.37431286479626","2.37643279747618","",""
"Dominican Republic","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","4.11660903112431","4.6973190808917","4.34665532845662","4.17080421989833","4.16999640915603","4.40118645485162","4.40025487245542","4.64298152967719","4.63500299829745","4.87224793204887","4.95678917546644","4.4983175478523","5.62813466411753","4.57072608663993","4.26295614510254","4.90514513294358","5.00573547007667","5.04842863299446","5.23027500362943","4.74956727438505","5.28035742231523","5.78850539635429","6.13671039669382","6.26784843087639","6.55083042449877","6.54745041288835","",""
"DR Congo","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","3.68094844914045","3.7366847347184","3.21311642928782","3.18878024914438","2.98142709548824","2.66464352751139","2.5516287773146","2.63304893244805","2.74167967546581","2.49032600885718","2.34140085559923","2.28628471163682","2.23211513466756","2.32169455700415","2.36353594242312","2.45230557799587","2.29390838512855","2.19395929213523","2.12466029776306","2.17456803300025","2.12534145343937","2.07259353040716","2.15288589632039","2.12359231429895","2.06351447166107","2.02607625312466","",""
"Ecuador","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","6.91768614177705","7.84728765581224","7.00201902356415","7.16485800642852","7.85317407012707","7.98671500455921","7.89774981426767","7.85295083241572","7.97559447896877","6.68214112280079","6.77632913429173","7.50354433793289","7.88518615587326","7.73287600830725","7.9995099797219","7.87735460165507","8.18711901708897","8.57978136464107","9.32569132589496","10.0594996634065","9.88322651715884","10.0102640921166","10.0739924457957","10.5563469395157","10.6180962032372","10.6995556901192","",""
"EECCA","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","18.6145089829277","2.14399361384552","8.73654510666348","7.78295798062507","6.77420940850046","6.23743595784367","5.7317065501756","5.85502231113833","5.16328139504666","5.26171374998524","5.5245267030283","6.05526301568268","6.18553006454662","6.26166799500799","6.71316986671313","6.91118408749121","7.29916315358391","7.8216139593167","7.94328336529581","7.67816829947862","7.56254878448495","8.8561383648363","8.42620750077374","9.12455973057079","9.3016546650979","9.44868970618642","",""
"Egypt","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","4.10880111171333","4.02852081652939","3.85345513794181","4.07936084046061","4.0755784695299","4.29010382348216","4.48032763383785","4.67400355984163","5.02536003344284","5.15243949383961","4.7626903556828","4.71981036766624","4.5707921213064","4.03654897947789","4.18670727082865","4.70069414240578","5.0154619869593","5.25890346419132","5.61660900493443","5.70371552490021","5.25841325130702","4.98009109554281","5.14710783689857","4.9260120330894","4.87687094627609","4.88385354019651","",""
"El Salvador","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","3.14704262043129","4.46848414830494","3.50436974768098","3.81761924657542","3.88251474490287","4.32933176565822","4.69908563386761","4.81399328918012","5.23886019621431","5.4687711880547","5.82812316108025","5.41539364125475","5.35040015824862","5.35540793661473","5.14735002292793","5.05658825337478","5.36085777829316","5.60692628341441","5.47220819962829","5.46651392175333","5.49271202883723","5.62199911216923","6.04327024341787","6.19921131678633","6.22966445994617","6.31149843232353","",""
"Eritrea","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","","","","1.24879565610251","1.74822519728413","1.60113097109916","1.51453685414154","1.70086100400784","1.97062258575758","1.73655398675552","1.44006694471192","1.51455212385424","1.50828183581398","1.37163754375818","1.39960361214064","1.64893966582468","1.43614879055115","1.54797981253655","1.10807087350727","1.21441546394737","1.19752402730771","1.60565573137285","1.47855364206897","1.57955261477499","2.62708729026284","3.72621684761307","",""
"Estonia","MF tonnes per capita","","","","","","","","","","","","","","","","","","","","","","","14.1354284594633","14.0582257479236","14.1078167924263","12.5215185377468","13.6708026458154","13.4459650795407","12.7154801519922","12.1588803700757","13.2989354212751","13.7451676086435","15.799709995046","18.8874068570679","20.4550903561221","22.8925713046467","24.9140657596254","29.8574882479451","27.0826439373077","23.944975834816","24.1201638929531","25.0128171147863","25.4262137095556","28.0095541835537","28.5573729888171","27.9904408033778","",""
