Country,ISO,Description,Source,Year,Value,URL,DownloadDate,Variable,From
Bermuda,BMU,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2011,0.07481,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Bermuda,BMU,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2013,0.04837,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Bermuda,BMU,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2015,0.02415,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Bermuda,BMU,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2017,0.05803,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Bosnia and Herzegovina,BIH,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2011,2e-05,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Bosnia and Herzegovina,BIH,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2013,2e-05,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Bosnia and Herzegovina,BIH,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2015,1e-05,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Bosnia and Herzegovina,BIH,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2017,1e-05,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Brunei Darussalam,BRN,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2011,0.12641,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Brunei Darussalam,BRN,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2013,0.1639,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Brunei Darussalam,BRN,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2015,0.265,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Brunei Darussalam,BRN,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2017,0.26377,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
Bulgaria,BGR,Sustainable fisheries as a proportion of GDP Reporting Type G,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,2011,0.00741,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_SCP_FSHGDP&pageSize=1000000000,2021-08-19,EW3,SDG API
