ISO,Description,Year,Value,Variable,Source,URL,From
BRB,Total material footprint (MF) per capita,2015,11.095890435058,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1990,15.3015255895303,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1991,16.7243413063567,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1992,20.2294086656209,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1993,19.4830620907543,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1994,20.5132834319702,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1995,20.3919596249289,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1996,20.3520385756534,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1997,19.6316340771855,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1998,21.118824391078,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,1999,21.688269152662,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2000,23.2962969816076,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2001,21.6625826481567,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2002,21.9720996818695,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2003,22.5668718778681,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2004,23.5445197172914,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2005,23.9331015214219,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2006,24.2501010154973,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2007,25.0411468467972,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2008,25.5872125412428,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2009,23.8896978807096,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2010,22.8840250181656,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2011,22.3042159711227,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2012,22.5428057765313,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2013,22.8659392410484,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2014,23.1187774589042,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEL,Total material footprint (MF) per capita,2015,23.4080667006986,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1990,8.79434882059376,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1991,34.0948526372517,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1992,11.0584285795153,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1993,10.8051807808112,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1994,10.9492463233471,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1995,9.40877600718973,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1996,10.2216792871384,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1997,9.79574248222086,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1998,9.08561590002128,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,1999,9.06865963250552,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2000,10.6445267516336,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2001,12.85418469032,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2002,11.1436621383514,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2003,12.0562545516698,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2004,10.1038013655215,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2005,8.70898019267224,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2006,8.91056299032505,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2007,9.42567903137703,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2008,9.92529779693956,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2009,8.1821931990125,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2010,7.5201514882979,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2011,7.79185827159144,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2012,7.85838963846905,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2013,7.98411269258817,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2014,8.04503249873474,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BLZ,Total material footprint (MF) per capita,2015,7.94680575695753,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1990,2.98757017966033,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1991,4.24766043579143,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1992,3.11412168250274,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1993,3.34308717366304,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1994,2.71734366213831,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1995,3.06281712052376,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1996,2.73974280469367,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1997,2.80071199271973,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1998,2.43031798857801,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,1999,2.69923431393944,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2000,2.62067715241937,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2001,3.12356963034106,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2002,2.90997856433075,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2003,3.11108829078591,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2004,3.04706632607983,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2005,3.03571935585348,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2006,3.61610624799481,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2007,3.71532485793792,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2008,3.84605453263907,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2009,3.99652831268365,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2010,3.85766313858612,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2011,3.9949868964233,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2012,4.04147656986334,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2013,4.18056586986225,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2014,4.26042621009311,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BEN,Total material footprint (MF) per capita,2015,4.27501895480159,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1990,7.32237435691543,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1991,19.4476062228107,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1992,8.66905678063191,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1993,7.3115020227543,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1994,7.1482613388817,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1995,6.88370471824357,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1996,7.1254052883039,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1997,7.48769721471943,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1998,6.60265138536399,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,1999,6.48115500549794,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2000,5.11982507572844,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2001,6.35897801936693,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2002,7.15978082319972,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2003,7.1698968650746,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2004,7.58761862716501,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2005,7.72783081962581,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2006,7.10665747016134,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2007,7.77144001725679,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2008,7.6053436740097,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2009,7.88987440487123,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2010,9.16915415010982,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2011,9.78581364732617,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2012,9.73453465122877,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2013,10.0075107634532,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2014,10.0950498556878,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BTN,Total material footprint (MF) per capita,2015,10.2187816682369,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1990,5.7979156523847,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1991,6.81255000878796,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1992,5.44380602714725,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1993,5.67047855433401,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1994,5.2608023276879,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1995,5.02852624573197,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1996,4.6472791189312,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1997,4.48484269825661,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1998,4.7670278935748,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,1999,4.87610156048546,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2000,4.54277348602652,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2001,4.2657437086721,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2002,4.55931736439894,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2003,4.40022427988677,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2004,4.07246429981244,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2005,4.04507273923733,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2006,4.09207036903185,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2007,4.21540792007018,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2008,4.38356689787702,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2009,4.90837837729827,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2010,4.40920747571773,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2011,4.47424222369029,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2012,4.89721091280372,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2013,5.26079749952187,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2014,5.31480463670933,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BOL,Total material footprint (MF) per capita,2015,5.38514374055044,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1990,28.9614781412567,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1991,33.1811867913341,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1992,27.5381453562696,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1993,26.6780923994039,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1994,26.3330104246866,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1995,27.3337714927003,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1996,25.7594450272889,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1997,27.7442464240275,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1998,27.3571343016046,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,1999,28.8506012756034,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2000,30.7079015696954,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2001,31.0035806462411,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2002,31.9653282751395,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2003,34.9544193173144,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2004,37.5494805937628,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2005,36.7719928562347,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2006,35.5555357443354,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2007,35.0635495389372,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2008,34.6241055031186,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2009,32.9267033078718,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2010,34.8811772065175,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2011,32.2876021794453,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2012,32.4464643556753,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2013,34.406766796385,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2014,33.6794688317732,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BWA,Total material footprint (MF) per capita,2015,33.586591292318,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BRA,Total material footprint (MF) per capita,1990,9.95663113443942,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BRA,Total material footprint (MF) per capita,1991,9.67647758011655,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BRA,Total material footprint (MF) per capita,1992,9.28610704422758,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BRA,Total material footprint (MF) per capita,1993,9.0876643139549,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BRA,Total material footprint (MF) per capita,1994,9.92980510207792,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BRA,Total material footprint (MF) per capita,1995,11.2548609396793,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BRA,Total material footprint (MF) per capita,1996,10.5624813997047,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BRA,Total material footprint (MF) per capita,1997,10.5633128220581,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
BRA,Total material footprint (MF) per capita,1998,11.3067457021545,ME2,U.N. Environment: Secretariat of the International Resource Panel,https://www.resourcepanel.org/global-material-flows-database,MANUAL
