ISO,Year,Value,Description,Country,Source,URL,DownloadDate,Variable,From
CSS,1999,14.3169192407992,"Adjusted net savings, including particulate emission damage (% of GNI)",Caribbean small states,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CSS,1998,13.5668496067997,"Adjusted net savings, including particulate emission damage (% of GNI)",Caribbean small states,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CSS,1997,13.8386738609141,"Adjusted net savings, including particulate emission damage (% of GNI)",Caribbean small states,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2019,10.0472171045168,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2018,9.2499100020571,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2017,9.23307549306833,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2016,8.81500718742758,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2015,9.64147682691024,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2014,8.30406501333406,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2013,7.47082279319508,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2012,6.31413549013644,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2011,6.42676167744914,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2010,5.61974064826783,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
