Country,ISO,Description,Source,Year,Value,URL,DownloadDate,Variable,From
Algeria,DZA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2012,76.58298,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
Algeria,DZA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2013,76.58298,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
Algeria,DZA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2014,76.58298,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
Algeria,DZA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2015,76.58298,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
Algeria,DZA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2016,76.58298,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
Algeria,DZA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2017,76.58298,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
Algeria,DZA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2018,76.58298,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
Algeria,DZA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2019,76.58298,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
Algeria,DZA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2020,76.58298,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
American Samoa,ASM,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2000,14.294,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
American Samoa,ASM,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2001,14.294,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
American Samoa,ASM,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2002,14.294,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
American Samoa,ASM,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%) Reporting Type G,"BirdLife International, IUCN and UNEP-WCMC (2020). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",2003,14.3148,https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=ER_MRN_MPA&pageSize=1000000000,2021-07-16,BE1.1,SDG API
